PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,Class
0.269184326,-1.297841839,-0.755220479,-1.757848578,4.289373143,-0.390260909,-3.364858483,1.438066104,-0.513126613,0.910607194,3.942656775,-0.020591467,0.443334627,0.558726358,-0.240956144,2.126747978,2.571191833,1.670840808,1.630783725,1.280066567,0.135471433,1.906119719,0.33054209,2.253998618,-1.516921448,2.895912147,-1.035370102,-0.087014893,-0.374766547,-0.561067513,0,0,0
1.557071394,-0.069117245,-0.676911558,0.586654426,-0.599962737,-0.02098164,0.702026996,0.705757333,0.390825278,1.095850213,0.13563189,0.348671905,1.045183893,1.438354759,1.316544844,0.007917466,0.24216745,1.328270941,-0.102223783,0.81305539,-0.471573621,0.516511458,-0.120459084,-0.727715407,0.323629057,-0.121835308,-0.146030218,0.190770589,-0.319962859,-0.01047955,0,0,0
0.779123576,0.870879892,2.24005082,0.209426097,0.528381474,-0.079880445,-1.460607888,-0.523245407,-0.855317565,0.23675296,1.436212815,-1.587745151,0.5060273,0.402246176,0.222044294,3.743592824,0.770057283,-0.032041678,0.016353752,1.690869461,-0.446687306,-0.318668411,-0.053661612,1.363020563,-0.828660953,1.314433133,-0.562383647,0.148164208,-0.359166992,-0.124809648,0,0,0
0.602579127,0.880497119,-0.087744521,0.235349355,0.713633191,0.070415401,0.048781677,0.441385662,-1.868601462,0.168381366,-0.260479874,0.495353484,-0.284402679,-0.587300203,0.282001221,-0.961605398,-1.637115408,-1.158078839,0.602174754,-0.031029607,-0.845381522,-0.364808548,0.081140181,-0.19062389,0.140888929,0.729102873,-0.697131427,0.237580506,0.548651391,0.003101539,0,0,0
0.953904394,-0.099611163,-0.990627806,-0.253863319,-0.066674833,-0.150878753,-1.230539861,-1.385439039,0.41342388,1.26933759,-0.450314918,-0.420244435,-0.526929864,0.057778907,0.97912054,-0.427148753,-0.512948345,0.205098891,-0.287944789,0.728490147,2.001175926,-0.234469652,-0.238739161,-0.36498682,0.367591815,0.432949985,-0.368485202,-0.23754381,-0.347991953,0.022022391,0,0,0
0.863371972,-0.42365679,0.49327979,-0.598315233,-0.277221391,0.167439206,-0.124101969,-1.791099279,-0.316335446,0.461605004,2.296216891,-1.380964078,-0.710909864,0.831777065,-1.257748088,-0.876194042,0.321577953,-0.962523472,-0.144841728,0.376108185,0.385054153,-0.080399269,-0.837212989,0.379689128,0.060541092,-0.53866357,-0.888480772,-0.091110705,-0.158235625,0.033766958,0,0,0
0.645744075,0.08184656,0.412621474,0.483117252,1.282786088,0.408319609,0.297635684,-0.780870302,-0.926801914,1.349373856,-0.397823292,0.879777554,-0.783468554,0.04778927,0.109327743,-0.364328535,-0.46511827,-0.332653676,-0.022454726,0.11006093,1.116752947,-0.274122752,0.018937331,-0.161064741,0.13316725,0.056344393,-0.437621714,-0.453858612,-0.269416536,0.007754804,0,0,0
0.928684038,-0.072634292,-0.60040934,-0.156710371,-0.021868253,0.027902265,0.099223231,-0.355771429,-0.501968006,1.188053363,-0.085889967,0.790827737,-0.154952205,-0.648381476,1.01747651,-0.732960597,0.67373197,-0.247165564,0.074636769,0.02558968,0.299586649,-0.177475049,-0.396697015,0.318912862,0.258920611,-0.083465405,0.353678065,-0.153638924,0.245545225,0.050881172,0,0,0
0.154948132,-0.226012379,0.002777137,0.064932379,0.095677909,-0.315564857,0.353518225,0.224644706,-0.301623939,0.789379833,-0.37455825,-0.966393223,0.191476172,-0.635294851,-0.08696853,0.341076637,-0.22545759,-0.146727943,-0.768797159,-0.296129478,0.421551434,0.211109316,0.29516565,-0.007388464,-0.698507219,-0.347556291,0.276343175,0.201384607,0.371716584,-0.035927334,0,0,0
0.474740672,-1.658971314,2.066189567,4.081993402,0.523586601,5.411672354,-0.926704976,1.863249822,1.529442493,0.43575079,-0.039442505,3.190048798,-0.882371998,-0.24771744,-1.13322183,-0.300134948,-0.145522633,-0.408540979,0.65193225,-0.206191594,0.226696869,-0.155522701,0.280970519,0.370483587,0.037387147,-0.352138015,0.096091803,-0.064413948,-0.081613158,-0.189882279,0,0,0
1.084034061,0.053278952,0.743398726,0.882188741,1.013423068,1.094875563,1.150038044,-0.154280856,-0.720347746,-1.786941138,0.835895067,0.116699413,0.105020412,0.543759212,0.261207525,-0.407335282,-0.643554628,-0.845158519,0.020657472,-0.318381076,-0.420388542,-0.328356402,-0.821680126,-0.574218478,0.744940505,0.844723852,-0.496744447,-0.08156491,0.051953451,-0.048074468,0,0,0
0.560053092,0.394512516,0.051002215,-0.004280549,0.222863022,-0.254158222,0.721583421,0.054877589,-0.678972921,0.128032514,0.289919887,1.516957076,0.359492114,-0.015924942,0.665976975,-0.335142699,0.128590958,-0.659567414,0.349043075,0.535552798,-0.044038563,0.170796518,0.359788215,0.517919219,-0.34978529,-0.081952938,0.151666055,-0.018602653,0.418445543,-0.005036633,0,0,0
0.837799182,-0.434381796,-0.5747508,1.127236341,-0.988361127,1.460508039,-1.490215,1.915474789,-0.728270213,0.253229811,-0.258487698,0.08151086,0.08114008,-0.554871384,0.008011407,-0.300336319,-0.803260091,-0.334791564,0.815405788,0.482286353,-0.015931867,-0.208383519,0.666898777,-0.008813079,1.059616759,0.384669135,-0.173011989,0.079411113,0.270232306,-0.052306721,0,0,0
0.818667107,-0.730763987,0.210570249,-0.780054918,0.048823351,-0.877804392,-0.754363105,0.127334654,2.186070387,-1.383657534,-1.140892032,-0.587553894,0.476985199,-0.100191315,-0.062725735,0.443360117,1.882114641,0.024630136,0.207161125,0.266594842,0.307390503,-0.508932952,-0.304013247,0.703276137,-0.185059397,-0.343240919,-0.439585571,0.116746841,0.273296975,0.089699404,0,0,0
0.69064967,0.242137677,-0.328764801,-0.669275877,-0.267856857,-0.850549155,-0.519693639,0.455053829,1.325223729,-0.86247207,-0.878032198,0.75665968,-0.179388264,-0.808867938,-0.11391665,-0.241033584,0.316524953,0.583896157,1.19079233,0.461321863,0.233261473,-0.567426684,0.579781225,0.028475278,-0.100375319,-0.295722642,-0.779225043,0.03169803,0.423356808,0.055319944,0,0,0
0.7622815,0.200690585,0.03068682,0.103903654,1.138674007,-0.389260144,0.191951377,-0.570309482,-0.01237748,0.754472714,-0.860584856,0.334394086,-0.407389687,-0.300205865,0.527669518,-0.076657842,-0.229611329,-0.022871489,-0.056625879,0.411614177,1.275639664,-0.370954214,-0.139209607,-0.308092318,0.296948794,0.257203569,0.227565052,-0.317919528,-0.173887231,-0.000298854,0,0,0
0.770612811,-0.149847752,0.354785469,-0.178104689,0.780067039,-0.534876407,0.635778063,-0.010409324,0.263837098,-0.193360273,-0.624768906,-0.228942627,-0.104744458,0.382303466,-0.118964683,0.188609788,-0.244639961,-0.810676098,-0.247512835,-1.14285023,-0.679834001,0.029665162,-0.048340291,-0.836932682,-0.048911286,0.854089757,-0.092406578,-0.136096683,0.034662445,-0.028924387,0,0,0
1.108561612,-0.022086485,-0.548410627,-0.122923163,-0.991900241,0.498845786,0.492431919,-1.481437445,-0.189042237,0.426907037,1.831336588,0.032045932,0.429665437,0.631398417,1.619905549,-0.577635145,0.812760205,-0.042320074,-0.196728676,0.211543527,-0.404269209,0.568240985,-0.129378201,-0.227040233,-0.117912565,-0.378254028,0.119823893,-0.319428297,0.535867239,-0.000309878,0,0,0
0.817618724,0.133784981,-0.399584129,-0.731302397,-0.905736281,-0.00938084,-1.080752708,-0.166732039,0.538602446,-0.572856691,0.611077447,-0.423001958,0.326018195,-0.685809626,-0.056083738,-0.019439415,-0.298551781,-0.394920368,0.093124852,0.145813721,-0.457577875,-0.038877029,0.325433334,0.256874029,-0.388955734,-0.262600679,0.224078416,-0.297540658,-0.05978476,0.03416742,0,0,0
0.863119345,0.437513292,0.576916482,0.024359336,0.601902513,-0.258795317,0.68608387,-0.191379037,1.007613409,0.596828121,0.389171284,1.903439446,-0.554623451,-0.009117109,-0.406915059,-0.709865592,-0.728070941,-0.397933427,0.41542313,-0.363649681,-0.385988585,-0.666169892,-0.690191864,-0.327249418,-0.493770855,0.43790919,-0.217820493,0.116886675,0.026308578,0.00223362,0,0,0
1.106089438,0.323794528,0.249778009,0.675729058,1.565984493,-0.896382965,0.994981808,0.917039354,1.72651898,0.138890783,-2.131644445,-0.164685805,1.018734695,0.588770658,0.469049758,0.093910424,-0.547853935,0.4775672,-0.496492655,0.24505693,-1.486644309,0.313905665,-0.347346932,-0.475709578,0.50851269,0.395379163,-1.599785073,0.133638173,0.216574186,-0.004441825,0,0,0
1.387205912,-0.064547534,-0.513644315,1.020461429,0.993590267,-0.281283737,-0.617316172,0.022799715,1.074634626,2.05295302,-1.240749923,-2.076835114,0.952088242,0.261200592,1.122060549,-0.011872593,0.000276727,0.931195741,-1.059277434,1.386145031,-0.179177679,0.433821808,-1.212262748,-0.013349255,0.639297034,-0.231307907,0.393533375,0.089311328,-0.082415733,-0.053217583,0,0,0
0.779485876,0.146276124,-0.404539739,-0.493299921,-0.859817626,-0.042965054,-1.244380857,-0.137503883,-0.797038322,0.395366667,0.259190824,0.452495404,-0.242996254,0.026052608,-0.340679978,-0.161136482,-0.280172853,0.583063796,0.97705678,0.122397676,0.088318527,-0.534830548,0.256121508,-0.08687694,0.150831487,-0.050414236,0.256060415,0.460647988,0.301474584,0.01571089,0,0,0
0.670589657,-0.329329321,0.318156351,-0.046311735,1.498869422,-0.390450242,-1.057379652,-1.17773311,-0.734525586,0.553442017,-0.532993981,-1.567051402,-0.46016355,0.905818085,-0.455836186,-0.873553065,0.168825623,-0.877841424,-0.058908078,0.351607948,0.430707155,-0.13325472,-0.454124286,0.651464788,-0.230097263,-0.518481401,-0.192142579,-0.053745585,-0.051338121,0.017906554,0,0,0
0.909629628,0.458797381,-0.447117519,-0.589666977,-0.769514626,0.146366685,-1.136911283,-0.530197365,-0.227682612,0.598332104,0.686888484,-0.063836309,0.418256603,-0.84598791,0.026099065,-0.09151881,-0.675360352,0.144254621,-0.03956984,0.080392578,-0.808298662,-0.1638993,0.142436159,0.30005761,0.073669278,-0.26504963,0.008599934,-0.175505066,-0.019992074,0.0370695,0,0,0
0.717817181,0.017985207,-0.64180724,-0.552976583,-0.883440893,-0.598456846,-0.974964089,0.538707113,-1.037816445,1.464318126,-0.011553929,0.537106408,-0.615574992,0.007737647,-0.251920905,-0.510133975,-0.104023232,0.020118356,1.093360693,0.109161488,0.322671998,-0.493815277,0.504710246,-0.123265326,-0.350404621,-0.106834116,-0.193187369,0.23231812,0.176746977,0.047052977,0,0,0
0.584307489,-1.120672261,-1.181228162,-0.752502187,-1.577002481,-0.426457332,-1.217341602,-0.350005753,-0.867881802,0.656361224,0.684667786,-0.410862912,-0.380153767,-0.592632761,1.082155276,0.030484495,1.248247822,-2.338262537,-0.256433234,-0.928928524,0.628232567,0.096463043,0.156205382,0.42174784,0.859962122,-0.275131345,-1.016345917,0.589674695,-0.500431345,-0.005780078,0,0,0
0.640885742,0.395458291,0.545964927,-0.148902791,0.911984326,-0.666847987,0.675223511,0.334556765,0.051971753,0.038560177,-0.490258649,1.161188445,-0.097376245,0.00475457,-0.606256967,-0.118240064,-0.441371916,-0.126240738,0.48162502,0.248301735,0.125888098,-0.375688401,0.35290999,0.012296078,0.075917263,-0.062595511,0.294016734,-0.023012028,-0.14591551,0.012635686,0,0,0
0.995306358,0.616640809,-0.256795137,-0.273204409,-0.406579221,0.008530316,-0.28458211,-0.0352718,-0.480717634,0.31228284,0.801652025,0.522688082,-0.020145043,-0.534446637,-0.449821243,-0.424305888,-0.977410796,0.477566995,0.675968165,0.527262127,-0.039543505,-0.602965146,-0.033820647,0.003204255,0.598324394,-0.045138541,-0.275535147,0.225269755,-0.275674045,0.038622546,0,0,0
0.505706129,0.299032948,-0.840221195,-0.220985217,-0.974446213,0.63688427,-1.06951518,-1.25930664,-0.524544137,-0.054444823,0.363460742,-0.77819058,0.337515018,-1.031387679,0.607378464,0.098015299,-1.576734673,-0.394002219,-1.003908936,0.267957851,0.947012417,0.196488959,0.252696833,0.141648005,-0.407304036,0.044478246,-0.336344059,-0.758304175,0.141922713,0.043158872,0,0,0
0.808971825,-0.43643188,0.268489919,-1.128132849,-0.107183122,0.013238223,-1.659413858,0.298167742,-0.96570337,1.900059636,0.614669426,0.891710281,0.279329312,0.399930019,0.180145256,1.136887139,2.143409773,-0.826068364,0.954995088,0.793781569,0.092964407,-0.097007112,0.207013333,1.368674818,-1.070836936,1.04771069,-0.55769285,0.075520278,-0.119226676,0.118543543,0,0,0
0.509207498,0.372587226,0.349389389,0.148994131,1.251213651,-0.483353484,0.729219531,0.788513507,-0.808906731,0.212635218,-1.199798695,-0.023329987,-0.303886386,-1.347746382,-0.205542792,0.02767954,0.095486931,-0.263133295,0.771873655,0.015327099,-0.14379061,-0.510125569,0.589687528,0.003208379,1.133121975,0.013366273,-1.262888331,-0.339016823,0.556568292,0.041003721,0,0,0
1.029633732,-0.037676121,-0.251929008,-0.579190365,-0.704163015,-0.026429475,-0.426766044,-0.866773317,-2.221375298,0.824785699,1.141606901,0.471532058,-0.468967294,0.997884103,-0.223405916,-0.15923436,0.116896135,0.55506525,0.748418609,-0.345515334,0.289730839,-0.512880812,-0.120712129,-0.389171331,0.2337486,-0.079840957,-0.39331518,-0.069112308,0.112065453,0.043935303,0,0,0
0.453565608,-0.097219707,-0.550063064,-0.684268544,0.149891732,-0.97728165,-1.49772773,0.337731759,1.220591678,0.091621967,-0.202072489,0.514097994,0.274554569,-0.515228852,-0.129822006,0.266535657,-0.515210984,0.041845336,-0.169000393,-0.237802401,-0.514163819,0.284362549,0.519249071,0.325006956,-0.155057912,-0.402881344,0.463435737,0.161383086,-0.09846191,-0.143619847,0,0,0
0.886178078,0.243162232,-0.264165303,-0.774068722,-0.450615295,0.26667245,-0.818061185,-0.272467467,0.129939679,-0.334226619,0.867328173,-0.559103959,0.39998691,-1.043938394,0.005197735,-0.058420401,-0.038912288,-0.204272212,0.132141727,0.260848219,-0.475343194,-0.128643355,0.238975239,0.460037907,-0.34631992,0.081851068,0.036029146,-0.290814384,-0.22918074,0.059146917,0,0,0
0.66662419,-0.437714688,-0.501332215,0.892774746,0.81833643,-0.685198087,1.280027215,-0.644681755,0.39863763,-2.513347743,0.119132109,-1.171342667,0.946089532,0.042563747,-1.045321195,-0.943031331,-0.415325614,-0.606552952,-0.25485107,-1.118648063,-0.81760724,1.319705221,-0.445292728,0.182598232,-0.147187222,0.957714405,-0.089656971,0.018844814,0.025444993,-0.234657113,0,0,0
0.566520891,-0.626846234,-0.707370669,-0.329001658,-1.85740134,-0.049375957,0.444909942,1.311048129,-1.105598838,0.621144653,0.191361378,0.199187378,0.490655683,-1.276992345,0.394037369,0.686498943,0.747131594,-1.334975334,-0.225714313,-0.496419734,0.413684169,-0.050628949,0.333150607,0.456682229,0.747140784,0.502180959,-0.392508533,0.371852611,-0.004722441,0.07603902,0,0,0
1.484596963,-0.071176799,-0.516010523,0.533056943,-0.674209436,-0.157908133,0.585437563,0.005495969,1.043483528,1.541661881,0.533822448,0.41786374,1.368763173,1.112090545,1.540775341,0.068866694,0.422373075,0.441629999,-0.806955914,0.840413433,-0.737600018,0.656389563,-0.529098858,0.006904677,0.362437274,-0.304360287,-0.109739915,-0.108411007,-0.130488638,-0.003727148,0,0,0
0.940474454,0.634295091,0.499849215,0.098681482,0.708767955,-0.03016417,0.844573382,-0.125294292,-0.84448315,-0.322687811,1.044365172,0.240621891,-0.055935511,-0.199503793,-0.59808546,-0.458113321,-0.831465156,0.030956108,0.508592946,0.540896484,0.117047295,-0.608138412,-0.146882006,-0.092884853,0.374631682,-0.045762285,-0.224244159,-0.384700108,-0.201378399,0.021189441,0,0,0
1.274611317,-0.07431102,-0.579899304,-0.322422332,-0.88592566,-0.660258342,0.0019706,0.690946554,0.582218529,0.252812365,0.25953881,1.167735398,0.187868819,0.35010569,0.254799716,0.010004218,0.130249329,0.600954635,0.581514158,0.309511371,0.403520423,-0.451587732,-0.111674048,-0.448825317,0.444263089,0.197366804,0.326111146,-0.218443424,-0.157861477,0.010537764,0,0,0
0.941446003,0.030950512,-0.423517495,-0.045458136,-0.850937844,0.476639968,-0.889818604,-0.109383934,-0.195966667,0.895547916,0.866256954,-0.579488405,-0.207390138,-0.302912828,-0.423683867,-0.335333556,-0.633282349,0.474051149,0.426730965,0.128529422,-0.071520195,-0.157153483,0.346153966,-0.359752402,-0.189727372,-0.108152115,-0.428974788,-0.146136458,-0.251239543,0.012667993,0,0,0
0.491432748,-0.351836201,0.300084779,0.294189354,0.763730496,-0.633050126,1.437274693,-0.050806259,0.49573698,-0.220494467,-0.995873676,1.525610772,0.384380796,0.813521671,0.33386082,0.172444445,0.142293201,-0.37620028,-0.757673835,-0.09364279,1.061358196,0.350674271,0.099658253,0.223307537,-0.200148087,0.13198458,0.546912616,-0.464511996,0.16860836,-0.046100311,0,0,0
0.552934136,0.25387587,-0.145664744,0.75639855,0.840409435,0.59601184,0.240618714,1.509333892,0.164779621,-0.798098926,-1.735798944,1.688969256,-0.184024122,0.418253876,0.269563644,1.09713372,-1.501001529,-0.640558238,0.284275521,-0.7328521,-0.071252437,0.123054563,-1.03954415,0.357215167,-0.875401742,0.150471264,0.231288276,0.084246529,0.217078846,0.107990127,0,0,0
1.219586882,0.710342938,-0.733427471,0.104584459,-0.709712595,0.104210824,-1.171140906,0.571920165,0.349107838,-0.008245769,0.150988392,1.221670828,-0.032287128,-0.779634294,0.296637712,-0.800848379,-1.568460575,0.306854186,0.709112034,0.356800504,-0.478157348,-0.835909082,-0.815925555,-0.332477895,-0.251590683,0.574826622,-0.245897958,0.287049426,0.078751917,-0.002470384,0,0,0
0.47741732,-0.180829214,0.383078976,0.143914632,0.272803594,-0.598669238,0.505601167,0.521354751,-0.909379704,-0.206203594,0.099682554,0.780014266,0.536629099,0.468250785,0.281385129,0.907243921,0.400307483,-0.59417298,-0.190970442,0.228572446,0.585278766,0.057041919,0.007149069,0.44321633,-0.455779841,0.053661409,-0.022711695,0.041061293,0.117590151,-0.058263739,0,0,0
1.158363997,0.092888367,-0.946973956,-0.171399281,-0.359823238,1.601844213,-0.532584022,-1.253827404,-0.697710369,-1.751717724,0.600344624,-0.892818582,-0.078158196,-0.616892248,2.295578336,-1.055030038,0.994560218,-0.280238761,0.289203596,0.193139555,-0.567833953,0.489391564,0.05916656,0.5791777,-0.219676729,-0.33297822,0.154266018,0.261228466,-0.267694399,0.05449471,0,0,0
0.371542044,-0.365898384,0.293889233,-0.02268473,0.608930227,-0.508475364,0.442754019,0.546718124,0.377664675,0.167943365,-0.502921762,-1.10832902,-0.159991944,0.350559104,-0.305669296,-0.280629597,0.282317287,-1.072868246,0.390320414,0.347539024,0.44324207,0.044118717,0.817967221,-0.029970835,0.597618319,0.301899323,0.121283791,0.50447226,0.245531799,-0.005254415,0,0,0
0.571702404,0.304903727,0.337594645,0.057935211,0.602456288,-0.030938108,0.645543589,0.697995022,-0.742652236,-2.212193651,0.149668411,-0.821072225,0.910261009,-0.528158352,-0.956470214,-0.158822441,-1.208155061,-0.959109792,-0.117528959,0.187173312,-0.5286066,-0.103161719,0.351933839,0.756707926,1.231527524,0.150552834,0.043171131,-0.040036539,-0.043418706,-0.006415962,0,0,0
0.735929362,0.100311871,0.442955215,0.039757923,1.064911106,-0.343960316,0.281220183,-0.361369231,-0.003348635,-1.170819283,-0.11762685,-1.120559614,0.1022087,0.649633826,-0.160972398,-0.313474991,-0.129709228,-0.071908663,0.255803307,0.875774409,0.764699712,-0.268203827,-0.03599017,-0.101240799,-0.081798694,-0.045308487,0.197307997,0.244475175,-0.115071314,0.000381294,0,0,0
0.883788623,0.51946991,-0.5334027,-0.43329936,-0.699112557,-0.103647917,-0.341821998,0.052053355,-0.84891656,0.667729411,0.975943924,0.414744635,-0.458054466,-0.809265433,-0.138239214,-0.705429448,-0.643448263,0.065340472,0.960306207,0.411579186,0.274517261,-0.639357643,0.197090295,-0.117219727,0.161907856,-0.024661996,-0.363037392,0.047286387,-0.086720701,0.05102853,0,0,0
0.747595614,0.366008718,0.465195799,0.0759388,0.625751453,0.328765613,0.603804935,-0.769316359,0.600455142,-0.779288997,0.955361627,-1.409020757,0.060813531,-0.500143193,-0.239774759,-0.25956006,-0.292687533,0.184097175,0.160213863,0.485522278,0.047645661,-0.080586924,0.193317411,-0.366415488,-0.128445919,-0.098250398,0.197312285,0.014846394,-0.182277199,-0.011910979,0,0,0
0.509598016,-0.372262941,0.041512419,-0.263366656,0.066977275,-0.751118699,0.604094953,0.744891977,-0.42925138,-1.479502918,0.059797391,0.227614761,0.552526086,-0.252690757,-0.080824862,0.769142233,-0.047511027,-0.646056034,-0.681051703,-0.188998735,0.868775674,-0.1642296,-0.263430719,0.277741222,-0.022718669,-0.280647742,-0.161205853,0.279215503,-0.564613253,-0.053775388,0,0,0
0.762201318,0.10567147,-0.52795019,-0.764612435,-1.058319005,-0.179164075,-1.280661734,-0.126221469,0.310309321,0.119719627,0.418402609,-0.165618306,0.275115681,-0.753616629,0.081495911,-0.122175591,-0.223003106,-0.395596928,0.108092809,0.015378353,-0.462338339,-0.111812908,0.478301124,0.255991327,-0.493916555,-0.247984266,0.213037942,-0.298999858,0.07816123,0.034656207,0,0,0
0.389886793,-0.229044922,0.222315157,0.153396332,0.458113137,0.24081235,0.2943967,-0.023036882,-0.113239778,0.584349149,0.047017214,-1.932476585,-0.243158948,-0.412899439,-0.188892599,-0.109398075,0.10516534,-0.753342885,0.148267566,-0.07796066,-0.022665507,0.264056478,0.934241992,-0.355737404,0.431586427,0.237927264,-0.039244559,0.207801288,0.190123417,-0.019212838,0,0,0
0.504649199,-0.140683086,0.099687959,-0.001967019,-0.639916916,-0.067750242,1.906849317,0.950642063,1.921467328,0.208063601,0.549672627,0.536234775,0.263705503,-1.214457307,-0.208534619,-0.000472735,0.40386005,-0.081119408,-0.16800963,0.126389778,0.519678927,-0.172540362,-0.185422634,0.4750513,0.124666964,0.073026612,0.670974505,0.590281973,0.146091395,0.047226921,0,0,0
1.505593908,0.141793565,-0.873115139,-0.346826962,-1.247249308,-0.192203655,-0.362391456,-0.319420298,0.105679584,1.278947384,0.645444004,1.822463449,-0.193201596,0.213715545,0.900092294,-0.022749472,-0.274172042,0.833078131,0.219585339,-1.025835987,-0.634623051,-0.376907884,-0.813935579,-1.227074451,-0.429273772,0.687063068,-0.101867906,-0.560818599,0.13540541,-0.010458264,0,0,0
0.531484051,-0.040526043,0.351642967,-0.198233534,0.730035583,-0.301547497,0.383760551,-0.206668032,0.36646784,-0.60864649,-0.469916085,-0.622055272,-0.088737869,0.5798101,-0.130206311,-0.279851006,-0.498540434,-1.092284009,-0.079819223,-0.731720694,-0.77078766,0.266751045,0.367099237,-0.600299235,-0.437466717,0.70755564,-0.24899797,0.244160558,0.211523318,-0.025055979,0,0,0
0.714733031,0.289637881,-0.489965541,-0.610708164,-0.711203657,-0.193775961,-0.461648005,0.080051143,0.3151142,0.031991284,0.262633564,-0.039386632,-0.184279119,-0.829022845,-0.146407048,-0.241517601,-0.394369571,0.153648838,0.632204418,0.032741892,-0.10333479,-0.091455158,0.815305212,-0.353390331,-0.42630662,-0.072746644,0.111537528,0.033098357,-0.197796194,0.021028743,0,0,0
0.804535804,0.531803744,-0.121577041,0.014835709,0.610563016,0.009267479,0.715730245,-0.142073323,-0.811809245,0.77807693,-1.004789154,1.19814351,1.316410114,0.247110306,0.207275795,0.974896462,-1.15024852,1.579625087,-1.241908517,-0.188670817,-0.887431675,0.609867105,-0.156396525,0.174072663,0.953189429,-0.327378603,-0.139539668,0.921602808,-0.615638926,-0.034076668,0,0,0
0.209588808,-0.364391647,0.211667707,-0.199453238,0.047671974,-0.670912836,0.521724929,0.435739527,1.12795174,-0.450596223,0.349097141,-0.425466254,0.463056529,-0.268431808,-0.379367272,0.795101931,-0.658455972,-0.222458552,-1.095492911,0.353454929,1.640521913,-0.221041184,-0.189085058,0.151050514,-0.090155131,0.146082356,0.181839535,0.125472589,0.098647653,-0.080298433,0,0,0
0.578626542,-1.945133348,1.56308314,2.29358549,-0.253545319,3.899210851,-1.334201401,0.486680093,1.855785379,-0.701080941,0.378020339,-0.212647187,-0.863310893,0.103557139,-1.492858165,0.112338807,1.475791669,0.631294046,0.864416371,-0.777564216,-0.099301238,-0.130069044,0.285658638,-0.064112079,-0.554588952,-0.870920304,-1.347819054,0.213612387,0.088815778,-0.086015677,0,0,0
0.467981122,-1.681746912,1.844617087,3.3908361,0.215882201,5.00013431,-0.41734194,0.777923921,1.797419375,0.525966104,0.524848744,2.301448832,-0.797461227,0.151987736,-0.643209161,-0.107552686,0.476694087,-0.182882206,0.328108779,-0.652590528,-0.042999959,0.396193055,0.626053271,-0.132762196,-0.424935316,-0.38060924,0.192334349,-0.184409277,0.001894355,-0.181049309,0,0,0
0.767276011,1.366252743,0.000955436,0.061388258,1.684102011,1.32452457,1.55396511,-1.61512498,-0.156317302,-2.888069447,0.701449051,0.337870609,0.288990833,-0.424221269,1.65123462,-1.596546872,-1.060231261,-0.723584871,0.070128417,0.384102585,-1.473044388,0.82368344,-0.412258553,0.218712873,-0.964538019,-0.02275512,-0.046173129,0.354763331,0.213507023,0.042897995,0,0,0
0.988185423,-0.427895501,-0.374164968,-0.409835574,-0.432382881,-0.273316404,-0.659456584,-0.309867781,-1.470376467,-0.048858144,0.148798723,0.119996036,-0.311259791,1.47360546,0.038198159,-0.19035051,0.194489272,0.14226953,0.514347303,-0.009651635,0.875147513,-0.264689477,0.107702925,-0.398887849,-0.232624974,0.003637147,-0.324922602,-0.247400825,-0.094051997,0.028206319,0,0,0
0.999766777,-0.157816927,-0.63009062,-0.349695515,-0.911076964,-0.140587002,-0.706170421,-0.62255754,0.7474082,-0.243636163,0.437106631,0.113860549,0.6031787,-0.028627051,-0.17477229,-0.083046171,-0.140572708,0.514313723,-0.136802934,-0.441325945,-0.540801893,0.214123296,0.050035547,0.238423615,0.130016896,-0.176522772,0.402565091,-0.193783563,-0.12717847,-0.031511934,0,0,0
0.876429317,-0.186599206,0.358467895,-0.415464198,0.809798868,-0.357489644,-0.117594884,-0.723247552,-0.007512252,-2.13424708,-0.425068099,-1.116185332,-0.163113793,0.470901472,-0.514832922,-0.047733645,0.523413012,0.523803052,0.522288817,0.302684034,0.809091469,-0.551503093,-0.152034552,-0.093316416,0.026955777,-0.411288999,-1.518303896,-0.107530141,-0.21442272,0.06680243,0,0,0
0.91679758,-0.603019104,0.013870725,-0.651643034,-0.267743886,-0.881953322,-0.027042355,0.299205925,-0.003104191,-0.708353268,-0.190073756,0.249317173,-0.098233149,1.539218796,-0.483354728,0.045263057,0.649308611,-0.016481102,0.549695519,-0.097704905,0.656739315,-0.247269533,0.233584799,-0.310746382,-0.294669806,-0.070141312,0.075939579,0.1077422,-0.345040101,0.028702071,0,0,0
0.426291967,-0.518370993,-0.510072464,2.254317583,0.165995689,1.804224325,2.29179444,1.442252524,-0.536938002,0.959847946,1.295328827,0.271315128,0.074048522,1.083438507,-0.429756263,1.717603342,0.635049976,0.145111645,-0.200557288,0.322258148,-0.677705855,-2.369362528,0.344259133,0.274318724,-0.367813374,0.073548876,0.449393469,0.272101463,0.529281728,0.05324856,0,0,0
0.925739665,0.496632456,0.31058196,0.253922827,0.820059296,0.102748932,1.257830484,-0.577091791,-0.599844664,0.719556831,0.90345316,0.056832379,-0.378652027,-0.63914791,0.460169333,-0.393244955,0.12881763,0.125348985,0.410354437,0.447347015,0.558366965,-0.556616623,-0.433390654,-0.357707173,0.547983314,0.018577359,0.010612899,0.018969679,-0.067124893,0.016756511,0,0,0
