PREMIUM_AMOUNT,CLAIM_AMOUNT,AGE,TENURE,DAYS_TO_REPORT,INSURANCE_TYPE_Health,INSURANCE_TYPE_Life,INSURANCE_TYPE_Mobile,INSURANCE_TYPE_Motor,INSURANCE_TYPE_Property,INSURANCE_TYPE_Travel,INCIDENT_SEVERITY_Major Loss,INCIDENT_SEVERITY_Minor Loss,INCIDENT_SEVERITY_Total Loss,AUTHORITY_CONTACTED_Ambulance,AUTHORITY_CONTACTED_Other,AUTHORITY_CONTACTED_Police,HOUSE_TYPE_Mortgage,HOUSE_TYPE_Own,HOUSE_TYPE_Rent,SOCIAL_CLASS_HI,SOCIAL_CLASS_LI,SOCIAL_CLASS_MI,CUSTOMER_EDUCATION_LEVEL_Bachelor,CUSTOMER_EDUCATION_LEVEL_College,CUSTOMER_EDUCATION_LEVEL_High School,CUSTOMER_EDUCATION_LEVEL_MD,CUSTOMER_EDUCATION_LEVEL_Masters,CUSTOMER_EDUCATION_LEVEL_PhD,MARITAL_STATUS_N,ANY_INJURY,MARITAL_STATUS_Y,CLAIM_STATUS
0.301808347,-0.207104269,1.088366288,-0.880228506,-1.632999801,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,A
0.271796006,-0.070965805,0.39369581,-1.366713943,-1.632999801,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,A
-0.271323881,2.107249625,0.046360571,-0.393743069,-0.616124653,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,A
0.205561873,-0.297863246,0.220028191,0.609633144,0.90918807,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,A
0.245095371,-0.297863246,-0.735143717,-0.089689671,-1.632999801,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,A
0.191280138,1.471936791,-1.256146575,-0.120095011,0.90918807,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,A
1.11317647,-0.615519662,-1.516648004,-0.150500351,0.90918807,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,A
1.735570334,-0.660899151,0.654197239,1.126523921,0.90918807,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,A
-0.752763231,-0.570140174,0.741031049,-1.488335302,-1.632999801,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,A
-0.312720213,-0.116345293,1.088366288,-1.366713943,0.90918807,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,A
-0.183977618,-0.615519662,-1.690315624,0.123147707,0.90918807,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,A
-1.694943766,-0.747120178,-0.821977526,1.430577319,-1.124562227,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,A
1.423235003,-0.161724781,-1.169312765,-0.789012487,0.90918807,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,A
0.387084793,-0.615519662,-0.300974668,-0.789012487,0.90918807,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,A
-0.132439184,0.745864981,0.914698669,-1.397119283,0.90918807,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,A
-0.137613726,-0.660899151,1.175200098,-1.549145982,-0.107687078,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,A
0.911990293,-0.297863246,-0.387808478,1.400171979,-1.632999801,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,A
-1.660791791,-0.73804428,0.654197239,1.035307901,0.90918807,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,A
0.572954327,-0.479381198,0.39369581,-0.910633846,-0.616124653,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,A
0.04597901,-0.297863246,1.696202956,0.275174406,0.90918807,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,A
0.31464121,0.110552148,-0.214140858,-1.457929963,-1.632999801,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,A
0.645604891,-0.207104269,-0.995645146,1.521793338,-0.107687078,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,A
1.099929644,-0.660899151,0.220028191,-1.427524623,-1.124562227,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,A
-0.500038619,1.74421372,-0.648309907,-1.245092584,0.90918807,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,A
-1.611116192,-0.719892485,0.914698669,1.24814528,0.90918807,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,A
-0.541434952,1.290418839,-1.603481814,-1.214687244,0.90918807,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,A
-0.058339748,0.065172659,-0.214140858,-0.971444526,0.90918807,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,A
-0.257249127,-0.706278639,0.046360571,1.126523921,0.90918807,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,A
-0.215438831,-0.660899151,-1.429814195,-1.366713943,0.90918807,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,A
-1.645475148,-0.742582229,0.306862,-1.275497924,0.90918807,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,A
-0.206952583,-0.615519662,1.522535337,0.092742367,0.90918807,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,A
-0.398824586,-0.524760686,0.220028191,0.700849164,-1.632999801,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,A
0.953800589,-0.706278639,-0.214140858,0.974497222,-0.616124653,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,D
-0.311478323,3.377875293,-1.342980385,0.092742367,0.90918807,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,A
1.191208557,0.155931636,-0.561476097,1.643414697,-0.616124653,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,A
0.192315047,3.786290686,1.522535337,0.488011785,0.90918807,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,A
0.003754751,0.382829076,-1.516648004,1.430577319,0.90918807,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,A
-0.369226208,3.604772733,-0.474642287,1.339361299,0.90918807,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,D
-0.089386998,-0.161724781,-1.516648004,1.430577319,-1.632999801,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,A
-0.286847505,2.061870137,0.306862,-0.636985788,0.90918807,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,A
0.452904962,0.201311124,1.088366288,1.035307901,0.90918807,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,A
-1.681489958,-0.742582229,0.39369581,1.582604018,-1.124562227,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,A
-0.126229734,3.150977852,0.827864859,0.335985086,0.90918807,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,A
-1.629123597,-0.742582229,1.001532478,0.396795766,-1.632999801,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,A
-0.341904628,-0.615519662,-1.169312765,0.579227804,0.90918807,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,D
2.009200094,-0.070965805,1.262033908,-1.427524623,-1.632999801,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,A
0.725292832,0.065172659,-0.995645146,0.548822465,0.90918807,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,A
-1.600767109,-0.724430434,1.696202956,0.153553047,0.90918807,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,A
-0.257663091,-0.615519662,-1.429814195,-0.971444526,0.90918807,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,A
-0.079244896,2.016490649,-0.387808478,1.065713241,0.90918807,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,A
-1.623949055,-0.747120178,0.046360571,-1.153876564,0.90918807,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,A
0.597171182,1.063521398,0.046360571,0.031931688,0.90918807,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,A
0.981743113,0.065172659,-1.429814195,-0.27212171,0.90918807,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,A
-0.104703641,0.382829076,-1.516648004,0.883281202,-1.124562227,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,A
0.05218846,-0.297863246,-0.561476097,1.613009358,-1.632999801,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,A
0.165821394,-0.570140174,0.741031049,1.704225377,0.90918807,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,A
1.325746639,0.201311124,-1.603481814,-1.579551322,-0.107687078,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,A
-0.297610552,-0.706278639,0.046360571,0.244769066,0.90918807,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,A
-0.28498467,-0.706278639,0.306862,0.123147707,-0.616124653,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,A
0.20018035,2.742562459,-1.169312765,1.126523921,0.90918807,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,A
0.225225131,-0.615519662,-0.300974668,-1.336308603,-0.616124653,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,D
-1.702395106,-0.742582229,-0.648309907,-1.032255205,0.90918807,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,A
-0.531706814,0.700485493,-0.821977526,1.24814528,-0.107687078,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,A
0.09441272,0.882003446,0.48052962,-1.579551322,-0.107687078,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,A
0.815743819,-0.297863246,0.39369581,-1.123471225,-0.107687078,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,A
1.281659545,-0.025586317,1.001532478,-0.33293239,0.90918807,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,A
-1.674245599,-0.728968383,-0.908811336,0.974497222,-0.107687078,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,A
-1.64568213,-0.742582229,0.741031049,1.035307901,0.90918807,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,A
1.040525906,-0.343242734,-0.300974668,0.670443824,0.90918807,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,A
0.938069982,-0.615519662,0.133194381,0.944091882,0.90918807,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,A
0.218187755,-0.706278639,-1.256146575,0.670443824,-0.107687078,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,A
-0.296368662,0.337449588,0.306862,-1.001849865,0.90918807,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,A
-0.065791088,1.698834232,0.654197239,0.488011785,0.90918807,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,A
0.064400378,-0.570140174,-0.214140858,0.427201105,0.90918807,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,A
0.123183171,0.337449588,1.522535337,1.369766639,0.90918807,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,A
0.529281196,0.700485493,1.262033908,0.792065183,0.90918807,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,A
-1.646717038,-0.733506332,0.39369581,-0.880228506,0.90918807,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,A
0.619939165,-0.207104269,-1.429814195,0.761659843,0.90918807,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,A
0.219843608,3.19635734,1.522535337,-1.245092584,0.90918807,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,D
1.253096075,0.155931636,-0.821977526,0.092742367,-1.124562227,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,A
-1.628709633,-0.742582229,-0.995645146,0.731254503,0.90918807,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,A
-0.336316123,-0.343242734,-0.648309907,-1.336308603,0.90918807,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,A
0.435104539,0.337449588,0.741031049,-0.941039186,0.90918807,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,A
0.683689517,0.155931636,0.046360571,-0.424148409,-1.632999801,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,A
-0.261388761,3.559393245,1.001532478,-0.089689671,0.90918807,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,A
-0.166177195,-0.660899151,-0.127307048,0.031931688,-1.632999801,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,A
1.958903549,0.065172659,-0.474642287,1.24814528,0.90918807,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,D
-0.362602794,-0.615519662,-0.561476097,1.491387998,0.90918807,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,A
-0.601459635,-0.570140174,0.39369581,0.396795766,0.90918807,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,A
0.259998051,0.518967541,-0.040473239,0.883281202,-1.632999801,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,A
0.130220548,-0.479381198,1.262033908,1.24814528,-1.632999801,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,A
-0.134095037,-0.479381198,0.39369581,1.126523921,0.90918807,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,A
-0.620915911,-0.570140174,-0.300974668,-1.305903263,-0.616124653,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,A
-0.702673668,1.698834232,-0.908811336,-1.032255205,0.90918807,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,A
1.593373931,0.065172659,0.827864859,1.126523921,0.90918807,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,A
1.448072802,-0.43400171,-0.735143717,0.001526348,0.90918807,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,A
2.183271673,-0.252483757,-1.603481814,0.427201105,-0.616124653,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,A
0.710390152,-0.479381198,1.001532478,0.062337028,0.90918807,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,A
0.022383101,-0.207104269,1.435701527,0.366390426,-1.632999801,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,A
0.830439517,1.01814191,1.175200098,-1.488335302,-0.616124653,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,A
1.743435637,0.019793171,-1.603481814,0.123147707,0.90918807,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,A
0.462840082,-0.524760686,0.56736343,0.062337028,-0.107687078,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,A
-0.503971271,0.155931636,-0.387808478,0.913686542,0.90918807,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,A
-1.622293202,-0.724430434,1.175200098,1.491387998,-0.107687078,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,A
-0.059167675,-0.706278639,1.348867717,0.792065183,-0.107687078,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,A
-0.784017462,-0.524760686,0.56736343,-1.153876564,0.90918807,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,A
0.937863001,-0.660899151,0.133194381,-1.670767341,0.90918807,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,A
0.496371111,-0.706278639,-0.561476097,1.400171979,-1.124562227,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,A
0.873698685,-0.297863246,1.262033908,0.974497222,-1.632999801,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,A
-1.614013935,-0.742582229,1.522535337,-1.701172681,0.90918807,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,A
0.540458206,-0.524760686,-0.995645146,-1.609956662,0.90918807,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,A
-0.124366899,0.155931636,-0.995645146,0.518417125,0.90918807,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,A
-1.620637348,-0.742582229,-0.474642287,1.30895596,-1.632999801,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,A
0.633599955,0.2920701,0.046360571,0.883281202,-1.632999801,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,A
-0.126436716,-0.297863246,1.001532478,-1.245092584,-1.632999801,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,A
-0.076554135,-0.388622222,-0.821977526,-0.150500351,0.90918807,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,A
0.332234652,0.155931636,-0.995645146,-0.028878992,-1.632999801,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,A
-1.672796728,-0.747120178,-1.256146575,-0.30252705,0.90918807,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,A
-1.682731848,-0.733506332,0.741031049,-1.427524623,-0.616124653,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,A
-0.107808366,0.155931636,-1.256146575,0.609633144,0.90918807,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,A
0.887773438,-0.116345293,0.306862,-1.427524623,0.90918807,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,D
1.286420123,-0.388622222,1.262033908,0.700849164,-0.107687078,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,A
0.087582325,-0.297863246,1.609369147,0.731254503,-1.124562227,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,A
0.194384863,1.290418839,-0.821977526,-1.397119283,0.90918807,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,A
-0.081314713,-0.660899151,-0.648309907,-0.120095011,-1.632999801,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,A
0.004789659,-0.570140174,0.48052962,0.305579746,-1.632999801,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,D
-1.675694471,-0.73804428,1.088366288,-1.397119283,0.90918807,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,A
-1.583794612,-0.73804428,-1.690315624,-0.971444526,0.90918807,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,A
-0.444981497,2.833321435,1.001532478,-0.028878992,0.90918807,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,A
0.954214552,-0.660899151,-0.040473239,1.582604018,0.90918807,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,A
-1.600146164,-0.747120178,0.741031049,-0.27212171,-0.616124653,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,A
-0.08214264,-0.524760686,-0.300974668,1.156929261,-0.107687078,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,A
0.43531152,-0.524760686,-1.342980385,0.457606445,0.90918807,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,A
0.810983241,-0.706278639,-0.908811336,-1.032255205,0.90918807,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,A
-0.164935305,-0.388622222,-0.127307048,0.944091882,-1.124562227,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,A
-0.19784539,-0.524760686,0.914698669,-1.609956662,-0.107687078,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,D
2.100479007,-0.025586317,1.088366288,0.548822465,0.90918807,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,A
1.713837259,-0.660899151,0.48052962,-0.36333773,0.90918807,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,A
-0.73765357,2.515665018,1.001532478,0.670443824,0.90918807,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,A
1.126423297,0.155931636,1.348867717,1.613009358,0.90918807,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,A
1.314776611,-0.615519662,1.435701527,-0.059284332,-1.632999801,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,A
-0.233446236,-0.660899151,0.306862,0.609633144,-1.632999801,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,A
0.702938812,0.019793171,1.262033908,-0.150500351,-0.616124653,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,A
0.048048827,1.608075256,0.827864859,0.031931688,-1.124562227,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,A
-1.605734669,-0.733506332,-0.995645146,0.153553047,0.90918807,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,A
0.83457915,-0.116345293,0.56736343,-0.120095011,0.90918807,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,A
0.127115823,-0.524760686,-0.387808478,1.400171979,-0.616124653,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,A
0.732744172,-0.524760686,-0.474642287,-0.454553749,0.90918807,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,A
-1.609460339,-0.742582229,0.306862,-1.184281904,-1.124562227,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,A
0.554325977,-0.070965805,-1.082478956,-1.397119283,0.90918807,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,A
-0.16307247,-0.570140174,-0.561476097,-1.001849865,-0.107687078,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,A
-0.380817181,2.288767578,0.741031049,-1.184281904,0.90918807,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,A
